Region,Latitude,Longitude,AgeRange,UserId,Label,Total_Quantity,Total_Value,Total_churn_period,StDev_Quantity,StDev_Value,StDev_churn_period,AvgTimeDelta,Recency,Unique_TransactionId,Unique_ItemId,Unique_churn_period,Total_Quantity_per_Unique_TransactionId,Total_Quantity_per_Unique_ItemId,Total_Quantity_per_Unique_churn_period,Total_Value_per_Unique_TransactionId,Total_Value_per_Unique_ItemId,Total_Value_per_Unique_churn_period,Total_churn_period_per_Unique_TransactionId,Total_churn_period_per_Unique_ItemId,Total_churn_period_per_Unique_churn_period
Mountain-Prairie,42.660895,-104.472657,26-30,1596601,Nonchurner,28,4646,462,0.455842305838552,325.533501511074,0,4.09090909090909,4,22,18,1,1.21739130434783,1.47368421052632,14,202,244.526315789474,2323,20.0869565217391,24.3157894736842,231
Mountain-Prairie,42.660895,-104.472657,26-30,533768,Churner,44,3019,735,0.560611910581388,118.523847899941,0,1.82857142857143,15,35,32,1,1.22222222222222,1.33333333333333,22,83.8611111111111,91.4848484848485,1509.5,20.4166666666667,22.2727272727273,367.5
Mountain-Prairie,42.660895,-104.472657,26-30,2135007,Churner,18,2466,336,0.341565025531987,221.007654467743,0,4.375,27,16,15,1,1.05882352941176,1.125,9,145.058823529412,154.125,1233,19.7647058823529,21,168
Mountain-Prairie,42.660895,-104.472657,26-30,2150697,Churner,9,5040,126,0.547722557505166,659.446131234387,0,6,25,6,4,1,1.28571428571429,1.8,4.5,720,1008,2520,18,25.2,63
Mountain-Prairie,42.660895,-104.472657,26-30,1994735,Nonchurner,17,703,231,0.820199532264724,32.1603934847027,0,3.72727272727273,2,11,9,1,1.41666666666667,1.7,8.5,58.5833333333333,70.3,351.5,19.25,23.1,115.5
Mountain-Prairie,42.660895,-104.472657,26-30,1819212,Churner,5,427,105,0,34.6092473191776,0,0,95,5,5,1,0.833333333333333,0.833333333333333,2.5,71.1666666666667,71.1666666666667,213.5,17.5,17.5,52.5
Mountain-Prairie,42.660895,-104.472657,26-30,2126951,Nonchurner,24,836,336,1.26491106406735,51.0914213281773,0,0.625,63,16,9,1,1.41176470588235,2.4,12,49.1764705882353,83.6,418,19.7647058823529,33.6,168
Mountain-Prairie,42.660895,-104.472657,26-30,194631,Nonchurner,79,8845,1239,1.28130011412877,132.369817392032,0,1.05084745762712,12,59,40,1,1.31666666666667,1.92682926829268,39.5,147.416666666667,215.731707317073,4422.5,20.65,30.219512195122,619.5
Mountain-Prairie,42.660895,-104.472657,26-30,1807974,Churner,6,714,63,1,167.394743047684,0,1.66666666666667,38,3,2,1,1.5,2,3,178.5,238,357,15.75,21,31.5
Mountain-Prairie,42.660895,-104.472657,26-30,532778,Churner,23,4352,252,1.56427928995103,560.189632394624,0,0,25,12,11,1,1.76923076923077,1.91666666666667,11.5,334.769230769231,362.666666666667,2176,19.3846153846154,21,126
Mountain-Prairie,42.660895,-104.472657,26-30,1609738,Nonchurner,8,999,126,0.516397779494322,112.786080701477,0,0,38,6,5,1,1.14285714285714,1.33333333333333,4,142.714285714286,166.5,499.5,18,21,63
Mountain-Prairie,42.660895,-104.472657,26-30,2162522,Nonchurner,16,656,84,5.35412613473634,74.569877743407,0,4.75,43,4,4,1,3.2,3.2,8,131.2,131.2,328,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,26-30,1719451,Churner,93,10186,1323,2.90081825417912,211.178095256176,0,0.968253968253968,36,63,48,1,1.453125,1.89795918367347,46.5,159.15625,207.877551020408,5093,20.671875,27,661.5
Mountain-Prairie,42.660895,-104.472657,26-30,1839319,Churner,109,6152,1071,1.52341206301036,92.4097312590646,0,1.62745098039216,11,51,36,1,2.09615384615385,2.94594594594595,54.5,118.307692307692,166.27027027027,3076,20.5961538461538,28.9459459459459,535.5
Mountain-Prairie,42.660895,-104.472657,26-30,2159553,Churner,5,301,105,0,28.7784641702784,0,0,80,5,5,1,0.833333333333333,0.833333333333333,2.5,50.1666666666667,50.1666666666667,150.5,17.5,17.5,52.5
Mountain-Prairie,42.660895,-104.472657,26-30,1109146,Nonchurner,14,1540,252,0.389249472080761,131.515179444209,0,4.08333333333333,31,12,9,1,1.07692307692308,1.4,7,118.461538461538,154,770,19.3846153846154,25.2,126
Mountain-Prairie,42.660895,-104.472657,26-30,1666502,Churner,21,1534,294,0.75955452531275,85.7794257972731,0,0,10,14,10,1,1.4,1.90909090909091,10.5,102.266666666667,139.454545454545,767,19.6,26.7272727272727,147
Mountain-Prairie,42.660895,-104.472657,26-30,2100487,Churner,2,148,21,0,0,0,0,83,1,1,1,1,1,1,74,74,74,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,26-30,2175065,Nonchurner,7,571,84,0.957427107756338,109.155470163738,0,0,2,4,4,1,1.4,1.4,3.5,114.2,114.2,285.5,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,26-30,1871180,Churner,18,4202,378,0,417.425332840176,0,0,74,18,15,1,0.947368421052632,1.125,9,221.157894736842,262.625,2101,19.8947368421053,23.625,189
Mountain-Prairie,42.660895,-104.472657,26-30,1995411,Nonchurner,12,440,189,0.707106781186548,33.243211504172,0,0,69,9,7,1,1.2,1.5,6,44,55,220,18.9,23.625,94.5
Mountain-Prairie,42.660895,-104.472657,26-30,1116847,Nonchurner,21,1786,357,0.437237316097603,75.0994928313728,0,4.11764705882353,3,17,11,1,1.16666666666667,1.75,10.5,99.2222222222222,148.833333333333,893,19.8333333333333,29.75,178.5
Mountain-Prairie,42.660895,-104.472657,26-30,1633467,Nonchurner,4,314,84,0,47.933982378545,0,0,80,4,4,1,0.8,0.8,2,62.8,62.8,157,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,26-30,998512,Churner,16,1100,252,0.492365963917331,29.9221211369337,0,0,97,12,9,1,1.23076923076923,1.6,8,84.6153846153846,110,550,19.3846153846154,25.2,126
Mountain-Prairie,42.660895,-104.472657,26-30,1869736,Churner,10,707,168,0.462910049886276,91.8227134988164,0,0,28,8,7,1,1.11111111111111,1.25,5,78.5555555555556,88.375,353.5,18.6666666666667,21,84
Mountain-Prairie,42.660895,-104.472657,26-30,1766028,Nonchurner,27,1760,399,0.692482608982125,93.5890606892801,0,3.31578947368421,10,19,13,1,1.35,1.92857142857143,13.5,88,125.714285714286,880,19.95,28.5,199.5
Mountain-Prairie,42.660895,-104.472657,26-30,1707328,Nonchurner,17,1601,336,0.25,141.891728088709,0,3,11,16,12,1,1,1.30769230769231,8.5,94.1764705882353,123.153846153846,800.5,19.7647058823529,25.8461538461538,168
Mountain-Prairie,42.660895,-104.472657,26-30,2131412,Nonchurner,35,2867,693,0.24230584229878,69.5210209108357,0,2.60606060606061,4,33,24,1,1.02941176470588,1.4,17.5,84.3235294117647,114.68,1433.5,20.3823529411765,27.72,346.5
Mountain-Prairie,42.660895,-104.472657,26-30,2132563,Nonchurner,26,1511,504,0.28232985128664,57.2253206093297,0,0.291666666666667,90,24,20,1,1.04,1.23809523809524,13,60.44,71.9523809523809,755.5,20.16,24,252
Mountain-Prairie,42.660895,-104.472657,26-30,2066790,Churner,7,342,126,0.408248290463863,22.8910462845192,0,0,13,6,6,1,1,1,3.5,48.8571428571429,48.8571428571429,171,18,18,63
Mountain-Prairie,42.660895,-104.472657,26-30,2119717,Churner,23,1099,231,2.38556263613201,83.8277454610996,0,0,52,11,9,1,1.91666666666667,2.3,11.5,91.5833333333333,109.9,549.5,19.25,23.1,115.5
Mountain-Prairie,42.660895,-104.472657,26-30,2174389,Nonchurner,25,2263,441,0.511766315719159,92.1764095427375,0,0,4,21,15,1,1.13636363636364,1.5625,12.5,102.863636363636,141.4375,1131.5,20.0454545454545,27.5625,220.5
Mountain-Prairie,42.660895,-104.472657,26-30,2157795,Churner,16,1578,252,0.492365963917331,125.687563570799,0,0,85,12,10,1,1.23076923076923,1.45454545454545,8,121.384615384615,143.454545454545,789,19.3846153846154,22.9090909090909,126
Mountain-Prairie,42.660895,-104.472657,26-30,1994421,Churner,40,2300,693,0.48461168459756,65.1433442726907,0,1.66666666666667,0,33,22,1,1.17647058823529,1.73913043478261,20,67.6470588235294,100,1150,20.3823529411765,30.1304347826087,346.5
Mountain-Prairie,42.660895,-104.472657,26-30,1652819,Nonchurner,73,4779,1386,0.31027471097464,42.1878499726484,0,1.43939393939394,1,66,44,1,1.08955223880597,1.62222222222222,36.5,71.3283582089552,106.2,2389.5,20.6865671641791,30.8,693
Mountain-Prairie,42.660895,-104.472657,26-30,1669886,Churner,24,2556,441,0.478091443733757,55.7908082547142,0,0,37,21,14,1,1.09090909090909,1.6,12,116.181818181818,170.4,1278,20.0454545454545,29.4,220.5
Mountain-Prairie,42.660895,-104.472657,26-30,1713206,Churner,9,750,84,1.25830573921179,150.531281355958,0,2.5,76,4,3,1,1.8,2.25,4.5,150,187.5,375,16.8,21,42
Mountain-Prairie,42.660895,-104.472657,26-30,2090665,Churner,5,3075,84,0.5,555.658393259744,0,0,67,4,2,1,1,1.66666666666667,2.5,615,1025,1537.5,16.8,28,42
Mountain-Prairie,42.660895,-104.472657,26-30,1640960,Churner,23,2882,462,0.21320071635561,182.26668060055,0,4.13636363636364,3,22,19,1,1,1.15,11.5,125.304347826087,144.1,1441,20.0869565217391,23.1,231
Mountain-Prairie,42.660895,-104.472657,26-30,2173429,Churner,2,289,42,0,36.0624458405139,0,0,12,2,2,1,0.666666666666667,0.666666666666667,1,96.3333333333333,96.3333333333333,144.5,14,14,21
Mountain-Prairie,42.660895,-104.472657,26-30,848985,Churner,31,1834,462,0.796366206088088,101.48025632724,0,1.31818181818182,68,22,6,1,1.34782608695652,4.42857142857143,15.5,79.7391304347826,262,917,20.0869565217391,66,231
Mountain-Prairie,42.660895,-104.472657,26-30,1926460,Churner,6,407,84,1,51.324945202114,0,1.75,0,4,3,1,1.2,1.5,3,81.4,101.75,203.5,16.8,21,42
Mountain-Prairie,42.660895,-104.472657,26-30,1988840,Churner,3,128,63,0,14.1539158303748,0,0,5,3,3,1,0.75,0.75,1.5,32,32,64,15.75,15.75,31.5
Mountain-Prairie,42.660895,-104.472657,26-30,1838534,Churner,5,398,84,0.5,70.6470098447202,0,0,84,4,4,1,1,1,2.5,79.6,79.6,199,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,26-30,1228731,Nonchurner,20,1943,315,0.487950036474267,57.0599517633699,0,0,54,15,14,1,1.25,1.33333333333333,10,121.4375,129.533333333333,971.5,19.6875,21,157.5
Mountain-Prairie,42.660895,-104.472657,26-30,1583854,Churner,83,10540,1407,0.605268591488609,277.330904470455,0,1.04477611940299,18,67,49,1,1.22058823529412,1.66,41.5,155,210.8,5270,20.6911764705882,28.14,703.5
Mountain-Prairie,42.660895,-104.472657,26-30,2157276,Churner,25,3122,315,1.11269728052837,203.321654621674,0,2.53333333333333,51,15,13,1,1.5625,1.78571428571429,12.5,195.125,223,1561,19.6875,22.5,157.5
Mountain-Prairie,42.660895,-104.472657,26-30,2158044,Churner,33,3058,546,0.452344320861205,95.3624986766085,0,0,52,26,21,1,1.22222222222222,1.5,16.5,113.259259259259,139,1529,20.2222222222222,24.8181818181818,273
Mountain-Prairie,42.660895,-104.472657,26-30,1953534,Churner,8,215,126,0.816496580927726,13.4672442120378,0,0,95,6,6,1,1.14285714285714,1.14285714285714,4,30.7142857142857,30.7142857142857,107.5,18,18,63
Mountain-Prairie,42.660895,-104.472657,26-30,1071269,Nonchurner,33,3146,483,0.66237087637185,192.393053295907,0,3.34782608695652,13,23,21,1,1.375,1.5,16.5,131.083333333333,143,1573,20.125,21.9545454545455,241.5
Mountain-Prairie,42.660895,-104.472657,26-30,1602265,Churner,10,3386,63,0.577350269189626,1284.60434894692,0,0,66,3,2,1,2.5,3.33333333333333,5,846.5,1128.66666666667,1693,15.75,21,31.5
Mountain-Prairie,42.660895,-104.472657,26-30,1957457,Churner,3,487,63,0,100.664459136943,0,0,9,3,3,1,0.75,0.75,1.5,121.75,121.75,243.5,15.75,15.75,31.5
Mountain-Prairie,42.660895,-104.472657,26-30,2124452,Nonchurner,14,2852,231,0.467099366496914,247.168400451632,0,3.90909090909091,21,11,5,1,1.16666666666667,2.33333333333333,7,237.666666666667,475.333333333333,1426,19.25,38.5,115.5
Mountain-Prairie,42.660895,-104.472657,26-30,1666007,Churner,76,4232,1260,0.482460735792998,58.7319295445212,0,1.28333333333333,11,60,36,1,1.24590163934426,2.05405405405405,38,69.3770491803279,114.378378378378,2116,20.655737704918,34.0540540540541,630
Mountain-Prairie,42.660895,-104.472657,26-30,1642049,Churner,3,298,42,0.707106781186548,32.5269119345812,0,0,60,2,2,1,1,1,1.5,99.3333333333333,99.3333333333333,149,14,14,21
Mountain-Prairie,42.660895,-104.472657,26-30,2095196,Churner,3,512,63,0,70.8543106192794,0,0,86,3,2,1,0.75,1,1.5,128,170.666666666667,256,15.75,21,31.5
Mountain-Prairie,42.660895,-104.472657,26-30,1540017,Nonchurner,80,9505,1449,0.368749412992438,226.886237741264,0,0.739130434782609,22,69,50,1,1.14285714285714,1.56862745098039,40,135.785714285714,186.372549019608,4752.5,20.7,28.4117647058824,724.5
Mountain-Prairie,42.660895,-104.472657,26-30,900898,Churner,38,3553,483,0.934621734479391,166.397626066222,0,1.91304347826087,19,23,20,1,1.58333333333333,1.80952380952381,19,148.041666666667,169.190476190476,1776.5,20.125,23,241.5
Mountain-Prairie,42.660895,-104.472657,26-30,1654561,Churner,18,2058,357,0.242535625036333,94.6146596650298,0,2.05882352941176,21,17,15,1,1,1.125,9,114.333333333333,128.625,1029,19.8333333333333,22.3125,178.5
Mountain-Prairie,42.660895,-104.472657,26-30,1642766,Churner,2,196,21,0,0,0,0,22,1,1,1,1,1,1,98,98,98,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,26-30,1441147,Churner,1,225,21,0,0,0,0,9,1,1,1,0.5,0.5,0.5,112.5,112.5,112.5,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,26-30,1383966,Nonchurner,56,12728,1113,0.233295317934376,450.265921267491,0,1.43396226415094,16,53,33,1,1.03703703703704,1.64705882352941,28,235.703703703704,374.352941176471,6364,20.6111111111111,32.7352941176471,556.5
Mountain-Prairie,42.660895,-104.472657,26-30,2004433,Nonchurner,24,7915,357,1.00366973710303,852.958898396014,0,3.47058823529412,2,17,12,1,1.33333333333333,1.84615384615385,12,439.722222222222,608.846153846154,3957.5,19.8333333333333,27.4615384615385,178.5
Mountain-Prairie,42.660895,-104.472657,26-30,1679854,Churner,11,1040,210,0.316227766016838,48.2654695984153,0,0,60,10,9,1,1,1.1,5.5,94.5454545454545,104,520,19.0909090909091,21,105
Mountain-Prairie,42.660895,-104.472657,26-30,2148939,Churner,2,138,21,0,0,0,0,58,1,1,1,1,1,1,69,69,69,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,26-30,1749120,Churner,26,2083,315,0.593616839704664,80.9293048342341,0,2.86666666666667,10,15,13,1,1.625,1.85714285714286,13,130.1875,148.785714285714,1041.5,19.6875,22.5,157.5
Mountain-Prairie,42.660895,-104.472657,26-30,1638202,Churner,13,2990,210,0.483045891539648,260.737841945166,0,3.9,1,10,9,1,1.18181818181818,1.3,6.5,271.818181818182,299,1495,19.0909090909091,21,105
Mountain-Prairie,42.660895,-104.472657,26-30,1489378,Nonchurner,27,3529,546,0.196116135138184,148.72459317606,0,2.92307692307692,14,26,20,1,1,1.28571428571429,13.5,130.703703703704,168.047619047619,1764.5,20.2222222222222,26,273
Mountain-Prairie,42.660895,-104.472657,26-30,1512915,Churner,25,1905,462,0.351250086657104,52.8102254626877,0,2.36363636363636,19,22,18,1,1.08695652173913,1.31578947368421,12.5,82.8260869565217,100.263157894737,952.5,20.0869565217391,24.3157894736842,231
Mountain-Prairie,42.660895,-104.472657,26-30,1656077,Churner,2,276,21,0,0,0,0,77,1,1,1,1,1,1,138,138,138,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,26-30,2092003,Nonchurner,54,4171,1029,0.305838870920598,57.2322143599583,0,1.85714285714286,3,49,24,1,1.08,2.16,27,83.42,166.84,2085.5,20.58,41.16,514.5
Mountain-Prairie,42.660895,-104.472657,26-30,1637045,Nonchurner,12,1894,231,0.301511344577764,144.226085145384,0,0,80,11,8,1,1,1.33333333333333,6,157.833333333333,210.444444444444,947,19.25,25.6666666666667,115.5
Mountain-Prairie,42.660895,-104.472657,26-30,1252224,Nonchurner,113,12756,1911,0.602599172855193,219.076323250678,0,1.03296703296703,2,91,61,1,1.22826086956522,1.82258064516129,56.5,138.652173913043,205.741935483871,6378,20.7717391304348,30.8225806451613,955.5
Mountain-Prairie,42.660895,-104.472657,26-30,1805024,Churner,5,1062,84,0.5,358.114041426285,0,0,41,4,4,1,1,1,2.5,212.4,212.4,531,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,26-30,2131399,Nonchurner,20,1038,399,0.229415733870562,41.3457112196333,0,4.31578947368421,4,19,18,1,1,1.05263157894737,10,51.9,54.6315789473684,519,19.95,21,199.5
Mountain-Prairie,42.660895,-104.472657,26-30,1460902,Churner,21,1154,168,3.81491434092188,88.3252916375437,0,0.5,85,8,8,1,2.33333333333333,2.33333333333333,10.5,128.222222222222,128.222222222222,577,18.6666666666667,18.6666666666667,84
Mountain-Prairie,42.660895,-104.472657,26-30,902878,Churner,33,8221,588,0.475594865605671,1117.66609799786,0,3.25,4,28,21,1,1.13793103448276,1.5,16.5,283.48275862069,373.681818181818,4110.5,20.2758620689655,26.7272727272727,294
Mountain-Prairie,42.660895,-104.472657,26-30,2140032,Churner,6,485,84,1,163.777033391946,0,0,70,4,4,1,1.2,1.2,3,97,97,242.5,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,26-30,1368147,Churner,9,683,189,0,41.3413970628849,0,0,91,9,7,1,0.9,1.125,4.5,68.3,85.375,341.5,18.9,23.625,94.5
Mountain-Prairie,42.660895,-104.472657,26-30,1539981,Churner,15,975,231,0.674199862463242,68.5919422778984,0,0,79,11,10,1,1.25,1.36363636363636,7.5,81.25,88.6363636363636,487.5,19.25,21,115.5
Mountain-Prairie,42.660895,-104.472657,26-30,1898958,Churner,14,1137,231,0.646669790682863,58.4846522213695,0,0,1,11,9,1,1.16666666666667,1.4,7,94.75,113.7,568.5,19.25,23.1,115.5
Mountain-Prairie,42.660895,-104.472657,26-30,1590302,Churner,15,1668,273,0.554700196225229,172.89948169162,0,0,73,13,12,1,1.07142857142857,1.15384615384615,7.5,119.142857142857,128.307692307692,834,19.5,21,136.5
Mountain-Prairie,42.660895,-104.472657,26-30,710220,Churner,54,7558,819,0.906566240369747,255.123827467037,0,2,3,39,30,1,1.35,1.74193548387097,27,188.95,243.806451612903,3779,20.475,26.4193548387097,409.5
Mountain-Prairie,42.660895,-104.472657,26-30,1400045,Churner,47,4624,714,1.20641482092297,265.261220594936,0,0.823529411764706,38,34,25,1,1.34285714285714,1.80769230769231,23.5,132.114285714286,177.846153846154,2312,20.4,27.4615384615385,357
Mountain-Prairie,42.660895,-104.472657,26-30,1887747,Nonchurner,14,339,84,2.38047614284762,47.5490974327239,0,10.5,16,4,4,1,2.8,2.8,7,67.8,67.8,169.5,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,26-30,1631371,Churner,58,7886,378,5.02412480590993,702.823539805388,0,1,20,18,17,1,3.05263157894737,3.22222222222222,29,415.052631578947,438.111111111111,3943,19.8947368421053,21,189
Mountain-Prairie,42.660895,-104.472657,26-30,2136844,Churner,15,914,231,0.674199862463242,77.9287553415997,0,2.45454545454545,67,11,11,1,1.25,1.25,7.5,76.1666666666667,76.1666666666667,457,19.25,19.25,115.5
Mountain-Prairie,42.660895,-104.472657,26-30,1793604,Nonchurner,27,21326,441,0.643650304346789,1165.29526812081,0,1.04761904761905,8,21,10,1,1.22727272727273,2.45454545454545,13.5,969.363636363636,1938.72727272727,10663,20.0454545454545,40.0909090909091,220.5
Mountain-Prairie,42.660895,-104.472657,26-30,2104829,Nonchurner,6,367,126,0,64.0013020700881,0,0,23,6,3,1,0.857142857142857,1.5,3,52.4285714285714,91.75,183.5,18,31.5,63
Mountain-Prairie,42.660895,-104.472657,26-30,1762075,Churner,3,1959,21,0,0,0,0,69,1,1,1,1.5,1.5,1.5,979.5,979.5,979.5,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,26-30,1323894,Nonchurner,70,7252,1197,0.423317841565258,90.7325381751733,0,1.35087719298246,16,57,34,1,1.20689655172414,2,35,125.034482758621,207.2,3626,20.6379310344828,34.2,598.5
Mountain-Prairie,42.660895,-104.472657,26-30,1533590,Nonchurner,81,6787,1302,0.642452005668532,107.275150704867,0,1.35483870967742,11,62,49,1,1.28571428571429,1.62,40.5,107.730158730159,135.74,3393.5,20.6666666666667,26.04,651
Mountain-Prairie,42.660895,-104.472657,26-30,2043562,Churner,8,419,168,0,28.7150408571635,0,0,80,8,7,1,0.888888888888889,1,4,46.5555555555556,52.375,209.5,18.6666666666667,21,84
Mountain-Prairie,42.660895,-104.472657,26-30,1945188,Churner,11,1917,210,0.316227766016838,238.571698982833,0,0,67,10,9,1,1,1.1,5.5,174.272727272727,191.7,958.5,19.0909090909091,21,105
Mountain-Prairie,42.660895,-104.472657,26-30,2142548,Churner,8,1011,168,0,102.130081618633,0,0,76,8,8,1,0.888888888888889,0.888888888888889,4,112.333333333333,112.333333333333,505.5,18.6666666666667,18.6666666666667,84
Mountain-Prairie,42.660895,-104.472657,26-30,1474558,Churner,41,5170,546,0.945434373103789,218.720953236345,0,2.53846153846154,8,26,19,1,1.51851851851852,2.05,20.5,191.481481481482,258.5,2585,20.2222222222222,27.3,273
Mountain-Prairie,42.660895,-104.472657,26-30,627566,Churner,16,707,168,2.1380899352994,42.0439820731984,0,0,73,8,5,1,1.77777777777778,2.66666666666667,8,78.5555555555556,117.833333333333,353.5,18.6666666666667,28,84
Mountain-Prairie,42.660895,-104.472657,26-30,1632743,Churner,29,1818,462,0.716231117019509,67.5260411527748,0,3.22727272727273,5,22,16,1,1.26086956521739,1.70588235294118,14.5,79.0434782608696,106.941176470588,909,20.0869565217391,27.1764705882353,231
Mountain-Prairie,42.660895,-104.472657,26-30,1720891,Churner,6,750,105,0.447213595499958,77.4790294208698,0,0,61,5,4,1,1,1.2,3,125,150,375,17.5,21,52.5
Mountain-Prairie,42.660895,-104.472657,26-30,1560800,Nonchurner,29,3342,462,0.716231117019509,167.479041785023,0,1.31818181818182,51,22,13,1,1.26086956521739,2.07142857142857,14.5,145.304347826087,238.714285714286,1671,20.0869565217391,33,231
Mountain-Prairie,42.660895,-104.472657,26-30,674393,Nonchurner,33,6636,609,0.350931203171798,257.79436281179,0,2.6551724137931,12,29,18,1,1.1,1.73684210526316,16.5,221.2,349.263157894737,3318,20.3,32.0526315789474,304.5
Mountain-Prairie,42.660895,-104.472657,26-30,1747997,Churner,4,632,63,0.577350269189626,135.430178813045,0,0,81,3,3,1,1,1,2,158,158,316,15.75,15.75,31.5
Mountain-Prairie,42.660895,-104.472657,26-30,1248678,Churner,48,3022,756,0.676123403782813,85.4249693990311,0,0.777777777777778,52,36,28,1,1.2972972972973,1.6551724137931,24,81.6756756756757,104.206896551724,1511,20.4324324324324,26.0689655172414,378
Mountain-Prairie,42.660895,-104.472657,26-30,1851311,Churner,6,487,126,0,17.7698246099017,0,0,87,6,6,1,0.857142857142857,0.857142857142857,3,69.5714285714286,69.5714285714286,243.5,18,18,63
Mountain-Prairie,42.660895,-104.472657,26-30,1885200,Churner,9,632,168,0.353553390593274,84.5188060222609,0,0,77,8,8,1,1,1,4.5,70.2222222222222,70.2222222222222,316,18.6666666666667,18.6666666666667,84
Mountain-Prairie,42.660895,-104.472657,26-30,1690736,Churner,13,1743,231,0.404519917477945,182.096877313349,0,6.81818181818182,2,11,9,1,1.08333333333333,1.3,6.5,145.25,174.3,871.5,19.25,23.1,115.5
Mountain-Prairie,42.660895,-104.472657,26-30,933889,Churner,6,674,84,0.577350269189626,244.022539942523,0,4.25,73,4,4,1,1.2,1.2,3,134.8,134.8,337,16.8,16.8,42
Mountain-Prairie,42.660895,-104.472657,26-30,763837,Churner,2,1036,42,0,568.513852073984,0,0,76,2,2,1,0.666666666666667,0.666666666666667,1,345.333333333333,345.333333333333,518,14,14,21
Mountain-Prairie,42.660895,-104.472657,26-30,1477047,Nonchurner,63,6881,756,2.54530379887577,221.688733237493,0,2.5,3,36,17,1,1.7027027027027,3.5,31.5,185.972972972973,382.277777777778,3440.5,20.4324324324324,42,378
Mountain-Prairie,42.660895,-104.472657,26-30,1690972,Churner,8,566,168,0,62.2340054035688,0,0,73,8,8,1,0.888888888888889,0.888888888888889,4,62.8888888888889,62.8888888888889,283,18.6666666666667,18.6666666666667,84
Mountain-Prairie,42.660895,-104.472657,26-30,1835250,Churner,4,273,63,0.577350269189626,84.0178552451799,0,0,30,3,3,1,1,1,2,68.25,68.25,136.5,15.75,15.75,31.5
Mountain-Prairie,42.660895,-104.472657,26-30,1574791,Nonchurner,78,6493,1533,0.254338309436231,142.447738019847,0,0.972602739726027,4,73,46,1,1.05405405405405,1.65957446808511,39,87.7432432432432,138.148936170213,3246.5,20.7162162162162,32.6170212765957,766.5
Mountain-Prairie,42.660895,-104.472657,26-30,1179576,Churner,11,471,210,0.316227766016838,28.3331372542235,0,0,80,10,8,1,1,1.22222222222222,5.5,42.8181818181818,52.3333333333333,235.5,19.0909090909091,23.3333333333333,105
Mountain-Prairie,42.660895,-104.472657,26-30,1335279,Churner,106,7406,1785,0.738497224951119,88.3266109169736,0,0.823529411764706,17,85,42,1,1.23255813953488,2.46511627906977,53,86.1162790697674,172.232558139535,3703,20.7558139534884,41.5116279069767,892.5
Mountain-Prairie,42.660895,-104.472657,26-30,1692549,Churner,22,1396,252,1.02985730108887,106.033728196039,0,4.5,12,12,9,1,1.69230769230769,2.2,11,107.384615384615,139.6,698,19.3846153846154,25.2,126
Mountain-Prairie,42.660895,-104.472657,26-30,2036397,Nonchurner,23,3334,357,0.861769724940212,220.829652207573,0,0.235294117647059,20,17,13,1,1.27777777777778,1.64285714285714,11.5,185.222222222222,238.142857142857,1667,19.8333333333333,25.5,178.5
Mountain-Prairie,42.660895,-104.472657,26-30,1641950,Nonchurner,23,1843,378,0.669113158068688,132.994975088132,0,1.33333333333333,14,18,16,1,1.21052631578947,1.35294117647059,11.5,97,108.411764705882,921.5,19.8947368421053,22.2352941176471,189
Mountain-Prairie,42.660895,-104.472657,26-30,1484410,Churner,1,109,21,0,0,0,0,17,1,1,1,0.5,0.5,0.5,54.5,54.5,54.5,10.5,10.5,10.5
Mountain-Prairie,42.660895,-104.472657,26-30,1665352,Churner,37,8125,651,0.909921419270539,487.358961125419,0,2.29032258064516,2,31,19,1,1.15625,1.85,18.5,253.90625,406.25,4062.5,20.34375,32.55,325.5
Mountain-Prairie,42.660895,-104.472657,26-30,1406900,Churner,3,180,63,0,18.0277563773199,0,0,25,3,3,1,0.75,0.75,1.5,45,45,90,15.75,15.75,31.5
Mountain-Prairie,42.660895,-104.472657,26-30,423441,Nonchurner,21,1867,273,0.767947647788304,110.306042794233,0,0,20,13,11,1,1.5,1.75,10.5,133.357142857143,155.583333333333,933.5,19.5,22.75,136.5
Mountain-Prairie,42.660895,-104.472657,26-30,1973884,Nonchurner,28,1165,483,0.42174116783665,23.6154970221832,0,0,78,23,20,1,1.16666666666667,1.33333333333333,14,48.5416666666667,55.4761904761905,582.5,20.125,23,241.5
Mountain-Prairie,42.660895,-104.472657,26-30,2089270,Churner,11,796,210,0.316227766016838,46.7979106846069,0,0,80,10,8,1,1,1.22222222222222,5.5,72.3636363636364,88.4444444444444,398,19.0909090909091,23.3333333333333,105
